case_id,individual_id,vin,case_type,call_driver,channel,case_open_ts,case_close_ts,days_to_close,closed_within_24h,first_contact_resolution,csat_score,region,case_month
CASE900936,IND100115,1GC870952855682,Infotainment,App Not Working,Mobile App,2026-06-07 19:00:00,2026-06-07 19:28:48.000000,0.02,Y,N,3,Midwest,2026-06-01
CASE900937,IND100003,1GC727631226152,WiFi,Hotspot: SSID and Password,Chat,2026-06-26 12:00:00,2026-06-26 12:38:37.365332,0.03,Y,Y,4,Southwest,2026-06-01
CASE900938,IND100011,1GC934088489962,OnBoarding,Hardware Replacement,Phone,2026-06-09 02:00:00,2026-06-10 05:14:17.234823,1.13,N,Y,5,Northeast,2026-06-01
CASE900939,IND100114,1GC259095504645,OnBoarding,Enroll Vehicle,Phone,2026-06-12 13:00:00,2026-06-13 03:45:40.149951,0.62,Y,Y,4,Southeast,2026-06-01
CASE900940,IND100104,1GC800875813568,OnBoarding,Enroll Vehicle,Phone,2026-06-26 22:00:00,2026-06-27 05:31:10.578492,0.31,Y,Y,4,Southeast,2026-06-01
CASE900941,IND100027,1GC139423389208,OnBoarding,Enroll Vehicle,Phone,2026-06-27 15:00:00,2026-06-27 23:31:09.493030,0.35,Y,Y,4,West,2026-06-01
CASE900942,IND100109,1GC912342156888,WiFi,No / Slow Internet,Mobile App,2026-06-27 23:00:00,2026-06-28 01:59:32.707931,0.12,Y,Y,3,Northeast,2026-06-01
CASE900943,IND100084,1GC120440865820,OnBoarding,Enroll Vehicle,Phone,2026-06-16 06:00:00,2026-06-16 19:47:21.014101,0.57,Y,N,5,Northeast,2026-06-01
CASE900944,IND100053,1GC698365770932,OnBoarding,Enroll Vehicle,Phone,2026-06-01 19:00:00,2026-06-02 21:28:53.509246,1.1,N,N,2,Northeast,2026-06-01
CASE900945,IND100112,1GC375360961735,Infotainment,App Not Working,Phone,2026-06-15 22:00:00,2026-06-16 02:51:35.243935,0.2,Y,N,3,Midwest,2026-06-01
CASE900946,IND100125,1GC544591737319,OnBoarding,Hardware Replacement,Phone,2026-06-01 16:00:00,2026-06-01 18:17:06.781791,0.1,Y,Y,4,Southeast,2026-06-01
CASE900947,IND100002,1GC226224180098,OnBoarding,BBWC,Chat,2026-06-08 04:00:00,2026-06-08 10:25:19.015774,0.27,Y,Y,4,Northeast,2026-06-01
CASE900948,IND100017,1GC827426324857,OnBoarding,BBWC,Phone,2026-06-27 16:00:00,2026-06-27 16:28:48.000000,0.02,Y,N,4,Southwest,2026-06-01
CASE900949,IND100119,1GC664577956631,WiFi,No / Slow Internet,Chat,2026-06-09 11:00:00,2026-06-09 11:34:40.435733,0.02,Y,N,5,Midwest,2026-06-01
CASE900950,IND100011,1GC924410660622,OnBoarding,Hardware Replacement,Dealer,2026-06-02 11:00:00,2026-06-03 12:23:52.053194,1.06,N,N,5,Northeast,2026-06-01
CASE900951,IND100087,1GC515689507225,OnBoarding,Enroll Vehicle,Phone,2026-06-23 15:00:00,2026-06-24 00:00:52.184877,0.38,Y,Y,2,Southwest,2026-06-01
CASE900952,IND100025,1GC140419557453,OnBoarding,Other,Dealer,2026-06-07 16:00:00,2026-06-07 21:12:19.989970,0.22,Y,Y,5,Southwest,2026-06-01
CASE900953,IND100081,1GC465748175295,OnBoarding,Hardware Replacement,Phone,2026-06-17 18:00:00,2026-06-18 09:51:46.828931,0.66,Y,Y,5,West,2026-06-01
CASE900954,IND100062,1GC608712495832,OnBoarding,BBWC,Chat,2026-06-16 21:00:00,2026-06-16 21:28:48.000000,0.02,Y,N,5,West,2026-06-01
CASE900955,IND100015,1GC304514849606,OnBoarding,Hardware Replacement,Mobile App,2026-06-14 22:00:00,2026-06-15 03:23:21.681687,0.22,Y,Y,5,Midwest,2026-06-01
CASE900956,IND100112,1GC375360961735,Infotainment,Other,Chat,2026-06-21 04:00:00,2026-06-22 10:18:15.940112,1.26,N,N,4,Midwest,2026-06-01
CASE900957,IND100003,1GC727631226152,WiFi,No / Slow Internet,Phone,2026-06-19 12:00:00,2026-06-19 19:50:29.382684,0.33,Y,Y,5,Southwest,2026-06-01
CASE900958,IND100030,1GC770285940316,OnBoarding,Other,IVR,2026-06-19 05:00:00,2026-06-20 13:25:55.035808,1.35,N,Y,3,Midwest,2026-06-01
CASE900959,IND100139,1GC174456999930,OnBoarding,Enroll Vehicle,Phone,2026-06-19 05:00:00,2026-06-21 14:04:16.949075,2.38,N,Y,5,West,2026-06-01
CASE900960,IND100035,1GC270524223175,Infotainment,DIC (Driver Information Center),Dealer,2026-06-06 05:00:00,2026-06-06 05:28:48.000000,0.02,Y,Y,5,Northeast,2026-06-01
CASE900961,IND100017,1GC827426324857,OnBoarding,Enroll Vehicle,Dealer,2026-06-04 20:00:00,2026-06-05 19:11:48.383926,0.97,Y,Y,4,Southwest,2026-06-01
CASE900962,IND100001,1GC906544694654,OnBoarding,Other,Chat,2026-06-05 17:00:00,2026-06-06 01:09:54.147785,0.34,Y,Y,3,Northeast,2026-06-01
CASE900963,IND100149,1GC119450871892,OnBoarding,BBWC,Chat,2026-06-18 19:00:00,2026-06-20 14:06:27.498620,1.8,N,Y,4,West,2026-06-01
CASE900964,IND100007,1GC693480371222,OnBoarding,Enroll Vehicle,Mobile App,2026-06-12 09:00:00,2026-06-12 17:25:53.204939,0.35,Y,Y,3,Northeast,2026-06-01
CASE900965,IND100091,1GC726688337569,WiFi,Hotspot: Data Not Shared / Disabled,Chat,2026-06-26 13:00:00,2026-06-26 14:09:03.091083,0.05,Y,Y,3,Southwest,2026-06-01
CASE900966,IND100003,1GC598632529184,OnBoarding,Other,Mobile App,2026-06-07 07:00:00,2026-06-07 09:07:09.838665,0.09,Y,N,5,Southwest,2026-06-01
CASE900967,IND100085,1GC181043074697,WiFi,Other,Mobile App,2026-06-14 08:00:00,2026-06-18 05:42:30.008616,3.9,N,Y,5,Northeast,2026-06-01
CASE900968,IND100020,1GC782278966076,Infotainment,App Not Working,Mobile App,2026-06-04 12:00:00,2026-06-05 17:48:53.243296,1.24,N,N,3,West,2026-06-01
CASE900969,IND100105,1GC745201170242,OnBoarding,Enroll Vehicle,Chat,2026-06-19 10:00:00,2026-06-19 14:35:00.924646,0.19,Y,Y,3,Southeast,2026-06-01
CASE900970,IND100057,1GC611867076357,WiFi,No / Slow Internet,IVR,2026-06-24 14:00:00,2026-06-25 05:11:49.647552,0.63,Y,Y,4,Northeast,2026-06-01
CASE900971,IND100109,1GC912342156888,WiFi,No / Slow Internet,Phone,2026-06-19 23:00:00,2026-06-21 19:48:37.606967,1.87,N,Y,4,Northeast,2026-06-01
CASE900972,IND100105,1GC745201170242,OnBoarding,Enroll Vehicle,Dealer,2026-06-27 13:00:00,2026-06-27 15:21:50.083495,0.1,Y,Y,3,Southeast,2026-06-01
CASE900973,IND100114,1GC259095504645,OnBoarding,Hardware Replacement,Phone,2026-06-09 10:00:00,2026-06-10 08:04:20.624369,0.92,Y,Y,4,Southeast,2026-06-01
CASE900974,IND100129,1GC628880114959,OnBoarding,BBWC,IVR,2026-06-13 03:00:00,2026-06-13 19:46:30.794589,0.7,Y,N,2,Northeast,2026-06-01
CASE900975,IND100086,1GC750123415536,OnBoarding,Hardware Replacement,Phone,2026-06-15 07:00:00,2026-06-15 07:35:53.679716,0.02,Y,Y,3,Midwest,2026-06-01
CASE900976,IND100013,1GC840485451942,WiFi,No / Slow Internet,Mobile App,2026-06-21 10:00:00,2026-06-22 10:32:07.315300,1.02,N,Y,3,Northeast,2026-06-01
CASE900977,IND100020,1GC361826054325,OnBoarding,Other,Mobile App,2026-06-13 19:00:00,2026-06-17 01:47:38.178791,3.28,N,Y,5,West,2026-06-01
CASE900978,IND100126,1GC396875091099,Infotainment,On Screen Messages,Phone,2026-06-13 07:00:00,2026-06-14 19:50:10.474287,1.53,N,Y,4,Midwest,2026-06-01
CASE900979,IND100027,1GC993138007649,WiFi,Other,Dealer,2026-06-14 11:00:00,2026-06-15 00:31:37.035916,0.56,Y,N,4,West,2026-06-01
CASE900980,IND100061,1GC523986585528,WiFi,Other,Chat,2026-06-19 17:00:00,2026-06-20 04:38:48.208708,0.49,Y,Y,4,West,2026-06-01
CASE900981,IND100032,1GC393242822324,Infotainment,App Not Working,Chat,2026-06-24 10:00:00,2026-06-24 23:33:58.173548,0.57,Y,Y,4,Midwest,2026-06-01
CASE900982,IND100000,1GC796560443699,OnBoarding,Hardware Replacement,Phone,2026-06-01 09:00:00,2026-06-01 11:11:07.390180,0.09,Y,Y,3,Midwest,2026-06-01
CASE900983,IND100101,1GC729736420428,Infotainment,DIC (Driver Information Center),Dealer,2026-06-01 17:00:00,2026-06-03 06:37:51.708779,1.57,N,Y,3,Southeast,2026-06-01
CASE900984,IND100022,1GC330368581510,OnBoarding,Hardware Replacement,Phone,2026-06-27 12:00:00,2026-06-28 19:05:51.411292,1.3,N,Y,4,Southwest,2026-06-01
CASE900985,IND100046,1GC448730541126,Infotainment,Other,Mobile App,2026-06-25 18:00:00,2026-06-25 20:05:09.016504,0.09,Y,Y,5,Southeast,2026-06-01
CASE900986,IND100139,1GC174456999930,Infotainment,App Not Working,Mobile App,2026-06-12 09:00:00,2026-06-13 00:28:24.440469,0.64,Y,Y,4,West,2026-06-01
CASE900987,IND100028,1GC238860542860,OnBoarding,Other,Dealer,2026-06-15 20:00:00,2026-06-16 06:30:38.919577,0.44,Y,Y,3,Southeast,2026-06-01
CASE900988,IND100014,1GC599367222451,WiFi,No / Slow Internet,Chat,2026-06-23 01:00:00,2026-06-23 18:38:43.209595,0.74,Y,N,5,Southeast,2026-06-01
CASE900989,IND100114,1GC259095504645,WiFi,Hotspot: SSID and Password,Phone,2026-06-13 07:00:00,2026-06-13 23:18:36.588506,0.68,Y,Y,4,Southeast,2026-06-01
